Start_date,End_Date,Crime,Current,Prior,Ratio,28Day_Current,28Day_Prior,28Day_Ratio,YTD_Current,YTD_Prior,YTD_Ratio,2YR(2019),11YR(2010),28YR(1993),Volume_Number,Number_number,Mayor,Commissioner,Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,Rape,0,1,-100,0,1,-100,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,Robbery,0,2,-100,1,7,-85.7,0,1,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,2,5,-60,8,13,-38.5,1,3,-66.7,***.*,0,-50,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,Burglary,3,0,***.*,5,5,0,1,0,***.*,***.*,-66.7,-90,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,3,7,-57.1,15,22,-31.8,2,3,-33.3,-50,***.*,0,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,3,-66.7,5,11,-54.5,1,1,0,***.*,0,-92.3,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,TOTAL,9,18,-50,34,59,-42.37,5,9,-44.44,-16.67,-16.67,-83.33,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,Transit,0,2,-100,0,2,-100,0,2,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,Housing,0,1,-100,2,2,0,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,7,12,-41.7,34,52,-34.6,3,5,-40,0,0,***.*,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,3,11,-72.7,12,23,-47.8,1,3,-66.7,***.*,-50,***.*,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,1,-100,1,1,0,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,0,***.*,2,3,-33.3,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,69th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,Rape,1,0,***.*,1,0,***.*,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,Robbery,5,1,400,8,2,300,1,1,0,***.*,0,-90.9,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,2,2,0,4,9,-55.6,1,2,-50,-50,0,-50,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,Burglary,1,4,-75,9,12,-25,0,1,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,6,6,0,21,33,-36.4,1,2,-50,0,-75,***.*,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,0,***.*,8,4,100,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,TOTAL,16,13,23.08,51,60,-15,4,6,-33.33,-33.33,-60,-88.57,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,2,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,29,15,93.3,83,78,6.4,7,3,133.3,600,75,***.*,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,7,1,600,16,23,-30.4,5,1,400,***.*,66.7,***.*,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,1,0,***.*,1,1,0,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,68th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,1,-100,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,Rape,1,0,***.*,3,0,***.*,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,Robbery,5,9,-44.4,22,33,-33.3,1,3,-66.7,-66.7,-66.7,-93.8,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,13,11,18.2,37,33,12.1,6,5,20,200,100,0,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,Burglary,4,6,-33.3,10,14,-28.6,2,0,***.*,0,-50,-92,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,7,9,-22.2,31,29,6.9,2,4,-50,-33.3,-50,-66.7,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,G.L.A.,7,1,600,15,6,150,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,TOTAL,37,36,2.78,118,116,1.72,12,12,0,20,-29.41,-83.56,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,0,2,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,13,23,-43.5,62,99,-37.4,1,3,-66.7,-83.3,-87.5,***.*,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,9,16,-43.8,35,50,-30,2,6,-66.7,-33.3,-71.4,***.*,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,1,0,***.*,3,1,200,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,1,-100,4,3,33.3,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,1,-100,2,3,-33.3,0,1,-100,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,67th Precinct
  12/28/2020,  1/3/2021,Murder,1,0,***.*,2,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,Robbery,2,1,100,11,5,120,1,0,***.*,0,-75,-87.5,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,1,5,-80,21,19,10.5,0,2,-100,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,Burglary,2,2,0,11,14,-21.4,0,1,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,8,6,33.3,37,33,12.1,0,3,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,3,-66.7,8,8,0,1,2,-50,-50,***.*,-93.8,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,TOTAL,15,17,-11.76,90,79,13.92,2,8,-75,-80,-75,-95.24,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,0,2,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,19,15,26.7,76,53,43.4,7,7,0,16.7,0,***.*,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,3,4,-25,21,27,-22.2,1,4,-75,0,-88.9,***.*,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,0,***.*,5,4,25,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,3,0,***.*,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,66th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,Rape,1,1,0,2,1,100,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,Robbery,4,2,100,11,6,83.3,2,1,100,***.*,100,0,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,Fel. Assault,2,2,0,11,10,10,1,0,***.*,-50,0,-85.7,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,Burglary,4,1,300,11,7,57.1,3,0,***.*,***.*,200,-25,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,5,8,-37.5,34,41,-17.1,1,4,-75,-66.7,***.*,-80,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,G.L.A.,3,4,-25,7,12,-41.7,1,2,-50,***.*,0,-95.7,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,TOTAL,19,18,5.56,76,77,-1.3,8,7,14.29,60,100,-81.4,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,Housing,0,1,-100,0,3,-100,0,1,-100,***.*,-100,***.*,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,Petit Larceny,18,7,157.1,82,68,20.6,5,3,66.7,-44.4,66.7,***.*,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,Misd. Assault,7,8,-12.5,22,21,4.8,0,3,-100,-100,-100,***.*,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,1,1,0,3,1,200,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,1,-100,1,5,-80,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,1,1,0,1,1,0,1,1,0,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,63rd Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,0,1,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,Robbery,2,2,0,10,10,0,0,2,-100,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,Fel. Assault,4,2,100,16,12,33.3,2,1,100,-33.3,0,-33.3,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,Burglary,2,0,***.*,13,9,44.4,0,0,***.*,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,7,8,-12.5,25,36,-30.6,2,4,-50,-33.3,-50,-33.3,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,G.L.A.,2,0,***.*,5,3,66.7,1,0,***.*,***.*,0,-87.5,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,TOTAL,17,12,41.67,70,71,-1.41,5,7,-28.57,-44.44,-54.55,-80.77,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,Transit,1,1,0,1,3,-66.7,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,Petit Larceny,17,24,-29.2,85,115,-26.1,4,6,-33.3,-33.3,-60,***.*,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,Misd. Assault,12,9,33.3,33,29,13.8,5,2,150,0,-28.6,***.*,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,0,1,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,1,0,***.*,6,3,100,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,62nd Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,1,1,0,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,Robbery,2,2,0,5,8,-37.5,2,0,***.*,100,***.*,-66.7,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,Fel. Assault,7,4,75,12,19,-36.8,5,3,66.7,150,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,Burglary,7,2,250,21,5,320,3,1,200,***.*,-50,-82.4,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,5,10,-50,25,54,-53.7,1,7,-85.7,-66.7,-66.7,-88.9,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,G.L.A.,4,0,***.*,13,7,85.7,1,0,***.*,-50,-50,-96.3,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,TOTAL,25,18,38.89,77,94,-18.09,12,11,9.09,50,9.09,-79.66,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,1,3,-66.7,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,4,5,-20,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,Petit Larceny,23,20,15,91,92,-1.1,6,10,-40,0,-50,***.*,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,Misd. Assault,10,9,11.1,27,30,-10,4,5,-20,-33.3,-42.9,***.*,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,1,1,0,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,3,0,***.*,4,3,33.3,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,61st Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,1,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,1,1,0,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,Robbery,2,2,0,7,12,-41.7,1,1,0,0,***.*,-83.3,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,3,8,-62.5,11,27,-59.3,1,5,-80,-50,***.*,-88.9,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,Burglary,0,5,-100,8,10,-20,0,2,-100,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,6,2,200,25,26,-3.8,2,0,***.*,0,0,-33.3,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,G.L.A.,0,0,***.*,7,4,75,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,TOTAL,11,17,-35.29,59,81,-27.16,4,8,-50,-20,33.33,-88.89,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,0,6,-100,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,Housing,2,1,100,9,10,-10,1,0,***.*,0,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,18,13,38.5,76,61,24.6,4,7,-42.9,-42.9,-33.3,***.*,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,10,7,42.9,31,38,-18.4,4,5,-20,-42.9,33.3,***.*,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,3,1,200,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,2,-100,2,5,-60,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,0,3,-100,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,60th Precinct
  12/28/2020,  1/3/2021,Murder,1,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,Rape,0,2,-100,2,3,-33.3,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,Robbery,7,8,-12.5,24,23,4.3,3,6,-50,200,50,-81.3,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,Fel. Assault,11,9,22.2,33,29,13.8,5,6,-16.7,150,150,-44.4,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,Burglary,4,4,0,10,19,-47.4,1,2,-50,-50,-85.7,-92.3,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,17,16,6.3,52,62,-16.1,3,3,0,-62.5,200,0,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,5,-80,14,10,40,1,3,-66.7,0,-50,-87.5,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,TOTAL,41,44,-6.82,136,146,-6.85,13,21,-38.1,-7.14,-7.14,-73.47,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,Transit,1,2,-50,6,10,-40,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,Housing,1,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,Petit Larceny,25,41,-39,125,166,-24.7,4,15,-73.3,-73.3,-42.9,***.*,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,Misd. Assault,21,15,40,59,73,-19.2,8,8,0,-42.9,100,***.*,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,3,-100,2,5,-60,0,2,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,1,1,0,2,9,-77.8,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,2,0,***.*,3,1,200,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,52nd Precinct
  12/28/2020,  1/3/2021,Murder,1,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,0,1,-100,0,0,***.*,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,Robbery,5,4,25,12,5,140,2,1,100,***.*,***.*,0,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,1,3,-66.7,7,8,-12.5,0,1,-100,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,Burglary,3,2,50,18,12,50,0,1,-100,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,7,10,-30,47,36,30.6,2,3,-33.3,-33.3,0,-33.3,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,0,***.*,13,6,116.7,0,0,***.*,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,TOTAL,18,19,-5.26,98,68,44.12,4,6,-33.33,-42.86,100,-84.62,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,1,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,4,3,33.3,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,12,18,-33.3,71,90,-21.1,2,8,-75,-81.8,-60,***.*,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,5,6,-16.7,19,28,-32.1,1,2,-50,-66.7,-80,***.*,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,1,-100,0,2,-100,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,1,2,-50,1,2,-50,1,1,0,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,1,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,50th Precinct
  12/28/2020,  1/3/2021,Murder,1,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,49th Precinct
  12/28/2020,  1/3/2021,Rape,1,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,49th Precinct
  12/28/2020,  1/3/2021,Robbery,3,2,50,17,13,30.8,0,1,-100,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,49th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,1,3,-66.7,18,16,12.5,1,1,0,0,-75,0,28,53,Bill de Blasio,Dermot Shea,49th Precinct
  12/28/2020,  1/3/2021,Burglary,1,7,-85.7,8,11,-27.3,0,3,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,49th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,4,6,-33.3,26,31,-16.1,1,1,0,-80,-50,-75,28,53,Bill de Blasio,Dermot Shea,49th Precinct
  12/28/2020,  1/3/2021,G.L.A.,3,4,-25,16,12,33.3,1,1,0,0,***.*,-92.9,28,53,Bill de Blasio,Dermot Shea,49th Precinct
  12/28/2020,  1/3/2021,TOTAL,14,22,-36.36,87,83,4.82,3,7,-57.14,-66.67,-76.92,-90.91,28,53,Bill de Blasio,Dermot Shea,49th Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,1,3,-66.7,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,49th Precinct
  12/28/2020,  1/3/2021,Housing,1,1,0,7,6,16.7,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,49th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,21,16,31.3,97,89,9,8,4,100,14.3,0,***.*,28,53,Bill de Blasio,Dermot Shea,49th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,5,8,-37.5,22,40,-45,4,4,0,0,-20,***.*,28,53,Bill de Blasio,Dermot Shea,49th Precinct
